,match_id,home_team,away_team,match_date,home_team_defense,away_team_defense
123,22595,Burnley,Man City,2018-02-03,"['PhilBardsley', 'KevinLong', 'BenMee', 'CharlieTaylor']","['KyleWalker', 'VincentKompany', 'NicolasOtamendi', 'Danilo']"
124,22593,Bournemouth,Stoke,2018-02-03,"['SimonFrancis', 'SteveCook', 'NathanAke']","['MoritzBauer', 'RyanShawcross', 'KurtZouma', 'ErikPieters']"
125,22594,Brighton,West Ham,2018-02-03,"['EzequielSchelotto', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']","['JamesCollins', 'AngeloOgbonna', 'DeclanRice']"
126,22597,Leicester,Swansea,2018-02-03,"['DannySimpson', 'AleksandarDragovic', 'HarryMaguire', 'ChristianFuchs']","['KyleNaughton', 'MikevanderHoorn', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']"
127,22599,Man Utd,Huddersfield,2018-02-03,"['LuisAntonioValencia', 'ChrisSmalling', 'MarcosRojo', 'LukeShaw']","['TommySmith', 'Zanka', 'ChristopherSchindler', 'TerenceKongolo']"
128,22601,West Brom,Southampton,2018-02-03,"['CraigDawson', 'GarethMcAuley', 'AhmedHegazi', 'AllanRomeoNyom']","['CedricSoares', 'JackStephens', 'WesleyHoedt', 'RyanBertrand']"
129,22592,Arsenal,Everton,2018-02-03,"['HectorBellerin', 'ShkodranMustafi', 'LaurentKoscielny', 'NachoMonreal']","['MichaelKeane', 'AshleyWilliams', 'EliaquimMangala']"
130,22585,Chelsea,Bournemouth,2018-01-30,"['CesarAzpilicueta', 'AndreasChristensen', 'GaryCahill']","['SimonFrancis', 'SteveCook', 'NathanAke']"
131,22586,Everton,Leicester,2018-01-30,"['SeamusColeman', 'PhilJagielka', 'MichaelKeane', 'CucoMartina']","['DanielAmartey', 'AleksandarDragovic', 'HarryMaguire', 'BenChilwell']"
132,22588,Newcastle,Burnley,2018-01-30,"['DeAndreYedlin', 'JamaalLascelles', 'CiaranClark', 'PaulDummett']","['PhilBardsley', 'KevinLong', 'BenMee', 'CharlieTaylor']"
133,22589,Southampton,Brighton,2018-01-30,"['CedricSoares', 'JackStephens', 'WesleyHoedt', 'RyanBertrand']","['EzequielSchelotto', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']"
134,22587,Man City,West Brom,2018-01-30,"['KyleWalker', 'NicolasOtamendi', 'AymericLaporte', 'OleksandrZinchenko']","['CraigDawson', 'GarethMcAuley', 'AhmedHegazi', 'AllanRomeoNyom']"
135,22590,Stoke,Watford,2018-01-30,"['MoritzBauer', 'RyanShawcross', 'KurtZouma', 'ErikPieters']","['AdrianMariappa', 'SebastianProdl', 'ChristianKabasele', 'JoseHolebas']"
136,22591,Spurs,Man Utd,2018-01-30,"['KieranTrippier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']","['LuisAntonioValencia', 'ChrisSmalling', 'PhilJones', 'AshleyYoung']"
137,22583,Swansea,Arsenal,2018-01-30,"['KyleNaughton', 'MikevanderHoorn', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']","['HectorBellerin', 'LaurentKoscielny', 'ShkodranMustafi', 'NachoMonreal']"
138,22584,West Ham,Crystal Palace,2018-01-30,"['JamesCollins', 'AngeloOgbonna', 'DeclanRice']","['TimothyFosuMensah', 'MartinKelly', 'JamesTomkins', 'PatrickvanAanholt']"
139,22582,Huddersfield,Liverpool,2018-01-30,"['FlorentHadergjonaj', 'Zanka', 'ChristopherSchindler', 'TerenceKongolo', 'ChrisLowe']","['JosephGomez', 'JoelMatip', 'DejanLovren', 'AndrewRobertson']"
140,22580,Swansea,Liverpool,2018-01-20,"['KyleNaughton', 'MikevanderHoorn', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']","['JosephGomez', 'JoelMatip', 'VirgilvanDijk', 'AndrewRobertson']"
141,22578,Southampton,Spurs,2018-01-20,"['CedricSoares', 'JackStephens', 'WesleyHoedt', 'RyanBertrand']","['SergeAurier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']"
142,22573,Brighton,Chelsea,2018-01-20,"['EzequielSchelotto', 'ConnorGoldson', 'ShaneDuffy', 'LewisDunk', 'MarkusSuttner']","['CesarAzpilicueta', 'AndreasChristensen', 'AntonioRudiger']"
143,22572,Arsenal,Crystal Palace,2018-01-20,"['HectorBellerin', 'LaurentKoscielny', 'ShkodranMustafi', 'NachoMonreal']","['TimothyFosuMensah', 'MartinKelly', 'JamesTomkins', 'PatrickvanAanholt']"
144,22574,Burnley,Man Utd,2018-01-20,"['PhilBardsley', 'JamesTarkowski', 'BenMee', 'CharlieTaylor']","['LuisAntonioValencia', 'ChrisSmalling', 'PhilJones', 'AshleyYoung']"
145,22575,Everton,West Brom,2018-01-20,"['JonjoeKenny', 'MasonHolgate', 'AshleyWilliams', 'CucoMartina']","['CraigDawson', 'JonnyEvans', 'AhmedHegazi', 'KieranGibbs']"
146,22576,Leicester,Watford,2018-01-20,"['DanielAmartey', 'AleksandarDragovic', 'HarryMaguire', 'BenChilwell']","['DarylJanmaat', 'MollaWague', 'ChristianKabasele', 'MarvinZeegelaar']"
147,22579,Stoke,Huddersfield,2018-01-20,"['MoritzBauer', 'RyanShawcross', 'KurtZouma', 'ErikPieters']","['FlorentHadergjonaj', 'Zanka', 'ChristopherSchindler', 'ScottMalone']"
148,22581,West Ham,Bournemouth,2018-01-20,"['JamesCollins', 'AngeloOgbonna', 'AaronCresswell']","['SimonFrancis', 'SteveCook', 'NathanAke']"
149,22577,Man City,Newcastle,2018-01-20,"['KyleWalker', 'JohnStones', 'NicolasOtamendi', 'OleksandrZinchenko']","['JavierManquillo', 'IsaacHayden', 'JamaalLascelles', 'CiaranClark', 'PaulDummett']"
150,22567,Man Utd,Stoke,2018-01-13,"['LuisAntonioValencia', 'ChrisSmalling', 'PhilJones', 'LukeShaw']","['MoritzBauer', 'KurtZouma', 'BrunoMartinsIndi', 'JoshTymon']"
151,22562,Bournemouth,Arsenal,2018-01-13,"['SimonFrancis', 'SteveCook', 'NathanAke']","['CalumChambers', 'ShkodranMustafi', 'RobHolding']"
152,22566,Liverpool,Man City,2018-01-13,"['JosephGomez', 'JoelMatip', 'DejanLovren', 'AndrewRobertson']","['KyleWalker', 'JohnStones', 'NicolasOtamendi', 'FabianDelph']"
153,22563,Chelsea,Leicester,2018-01-13,"['CesarAzpilicueta', 'GaryCahill', 'AntonioRudiger']","['DanielAmartey', 'AleksandarDragovic', 'HarryMaguire', 'BenChilwell']"
154,22564,Crystal Palace,Burnley,2018-01-13,"['TimothyFosuMensah', 'MartinKelly', 'JamesTomkins', 'PatrickvanAanholt']","['PhilBardsley', 'JamesTarkowski', 'BenMee', 'CharlieTaylor']"
155,22565,Huddersfield,West Ham,2018-01-13,"['TommySmith', 'Zanka', 'ChristopherSchindler', 'ScottMalone']","['JamesCollins', 'AngeloOgbonna', 'AaronCresswell']"
156,22568,Newcastle,Swansea,2018-01-13,"['DeAndreYedlin', 'JamaalLascelles', 'CiaranClark', 'PaulDummett']","['MikevanderHoorn', 'KyleBartley', 'AlfieMawson', 'MartinOlsson']"
157,22570,Watford,Southampton,2018-01-13,"['DarylJanmaat', 'MollaWague', 'ChristianKabasele', 'MarvinZeegelaar']","['CedricSoares', 'JackStephens', 'WesleyHoedt', 'RyanBertrand']"
158,22571,West Brom,Brighton,2018-01-13,"['CraigDawson', 'JonnyEvans', 'AhmedHegazi', 'KieranGibbs']","['Bruno', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']"
159,22569,Spurs,Everton,2018-01-13,"['SergeAurier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']","['JonjoeKenny', 'MasonHolgate', 'PhilJagielka', 'CucoMartina']"
160,22549,Spurs,West Ham,2018-01-01,"['SergeAurier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']","['WinstonReid', 'AngeloOgbonna', 'DeclanRice']"
161,22552,Arsenal,Chelsea,2018-01-01,"['CalumChambers', 'ShkodranMustafi', 'RobHolding']","['CesarAzpilicueta', 'AndreasChristensen', 'GaryCahill']"
162,22558,Southampton,Crystal Palace,2018-01-01,"['JeremyPied', 'JackStephens', 'MayaYoshida', 'RyanBertrand']","['TimothyFosuMensah', 'MartinKelly', 'JamesTomkins', 'JeffreySchlupp']"
163,22560,Swansea,Spurs,2018-01-01,"['AngelRangel', 'MikevanderHoorn', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']","['KieranTrippier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']"
164,22561,West Ham,West Brom,2018-01-01,"['WinstonReid', 'AngeloOgbonna', 'AaronCresswell']","['CraigDawson', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']"
165,22557,Man City,Watford,2018-01-01,"['KyleWalker', 'JohnStones', 'NicolasOtamendi', 'FabianDelph']","['DarylJanmaat', 'MollaWague', 'ChristianKabasele', 'MarvinZeegelaar']"
166,22553,Brighton,Bournemouth,2018-01-01,"['EzequielSchelotto', 'ShaneDuffy', 'LewisDunk', 'MarkusSuttner']","['AdamSmith', 'SimonFrancis', 'SteveCook', 'CharlieDaniels']"
167,22554,Burnley,Liverpool,2018-01-01,"['PhilBardsley', 'JamesTarkowski', 'BenMee', 'CharlieTaylor']","['TrentAlexanderArnold', 'DejanLovren', 'RagnarKlavan', 'JosephGomez']"
168,22556,Leicester,Huddersfield,2018-01-01,"['DanielAmartey', 'WesMorgan', 'HarryMaguire', 'ChristianFuchs']","['TommySmith', 'Zanka', 'ChristopherSchindler', 'ChrisLowe']"
169,22559,Stoke,Newcastle,2018-01-01,"['ThomasEdwards', 'KurtZouma', 'KevinWimmer', 'ErikPieters']","['DeAndreYedlin', 'JamaalLascelles', 'CiaranClark', 'JavierManquillo']"
170,22555,Everton,Man Utd,2018-01-01,"['MasonHolgate', 'MichaelKeane', 'AshleyWilliams', 'CucoMartina']","['VictorLindelof', 'PhilJones', 'MarcosRojo', 'LukeShaw']"
171,22544,Crystal Palace,Man City,2017-12-30,"['TimothyFosuMensah', 'JamesTomkins', 'ScottDann', 'PatrickvanAanholt']","['KyleWalker', 'NicolasOtamendi', 'EliaquimMangala', 'Danilo']"
172,22551,West Brom,Arsenal,2017-12-30,"['MattPhillips', 'CraigDawson', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']","['CalumChambers', 'ShkodranMustafi', 'LaurentKoscielny']"
173,22542,Bournemouth,Everton,2017-12-30,"['SimonFrancis', 'SteveCook', 'NathanAke', 'AdamSmith']","['JonjoeKenny', 'MichaelKeane', 'PhilJagielka', 'CucoMartina']"
174,22543,Chelsea,Stoke,2017-12-30,"['CesarAzpilicueta', 'GaryCahill', 'AntonioRudiger']","['ThomasEdwards', 'GeoffCameron', 'KevinWimmer', 'JoshTymon']"
175,22545,Huddersfield,Burnley,2017-12-30,"['FlorentHadergjonaj', 'Zanka', 'ChristopherSchindler', 'ScottMalone']","['PhilBardsley', 'KevinLong', 'BenMee', 'CharlieTaylor']"
176,22546,Liverpool,Leicester,2017-12-30,"['JosephGomez', 'JoelMatip', 'DejanLovren', 'AndrewRobertson']","['DanielAmartey', 'WesMorgan', 'HarryMaguire', 'ChristianFuchs']"
177,22548,Newcastle,Brighton,2017-12-30,"['DeAndreYedlin', 'JamaalLascelles', 'CiaranClark', 'PaulDummett']","['Bruno', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']"
178,22550,Watford,Swansea,2017-12-30,"['DarylJanmaat', 'MollaWague', 'ChristianKabasele', 'MarvinZeegelaar']","['KyleNaughton', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']"
179,22547,Man Utd,Southampton,2017-12-30,"['AshleyYoung', 'VictorLindelof', 'PhilJones', 'LukeShaw']","['JackStephens', 'MayaYoshida', 'WesleyHoedt', 'SamMcQueen']"
180,22534,Crystal Palace,Arsenal,2017-12-26,"['MartinKelly', 'JamesTomkins', 'ScottDann', 'JeffreySchlupp']","['CalumChambers', 'ShkodranMustafi', 'LaurentKoscielny']"
181,22538,Newcastle,Man City,2017-12-26,"['DeAndreYedlin', 'ChancelMbemba', 'JamaalLascelles', 'PaulDummett', 'JavierManquillo']","['KyleWalker', 'VincentKompany', 'NicolasOtamendi', 'Danilo']"
182,22539,Spurs,Southampton,2017-12-26,"['SergeAurier', 'DavinsonSanchez', 'JanVertonghen', 'DannyRose']","['JackStephens', 'MayaYoshida', 'WesleyHoedt', 'MattTargett']"
183,22532,Bournemouth,West Ham,2017-12-26,"['SimonFrancis', 'SteveCook', 'NathanAke', 'AdamSmith']","['JamesCollins', 'AngeloOgbonna', 'AaronCresswell']"
184,22533,Chelsea,Brighton,2017-12-26,"['CesarAzpilicueta', 'GaryCahill', 'AntonioRudiger']","['EzequielSchelotto', 'ShaneDuffy', 'LewisDunk', 'MarkusSuttner']"
185,22535,Huddersfield,Stoke,2017-12-26,"['TommySmith', 'Zanka', 'ChristopherSchindler', 'ChrisLowe']","['ThomasEdwards', 'RyanShawcross', 'KurtZouma', 'KevinWimmer']"
186,22537,Man Utd,Burnley,2017-12-26,"['AshleyYoung', 'PhilJones', 'MarcosRojo', 'LukeShaw']","['PhilBardsley', 'KevinLong', 'BenMee', 'CharlieTaylor']"
187,22540,Watford,Leicester,2017-12-26,"['DarylJanmaat', 'MollaWague', 'ChristianKabasele', 'MarvinZeegelaar']","['AleksandarDragovic', 'WesMorgan', 'HarryMaguire', 'BenChilwell']"
188,22541,West Brom,Everton,2017-12-26,"['CraigDawson', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']","['MasonHolgate', 'AshleyWilliams', 'MichaelKeane']"
189,22536,Liverpool,Swansea,2017-12-26,"['TrentAlexanderArnold', 'JoelMatip', 'RagnarKlavan', 'AndrewRobertson']","['KyleNaughton', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']"
190,22526,Leicester,Man Utd,2017-12-22,"['DannySimpson', 'WesMorgan', 'HarryMaguire', 'ChristianFuchs']","['VictorLindelof', 'ChrisSmalling', 'PhilJones', 'AshleyYoung']"
191,22522,Arsenal,Liverpool,2017-12-22,"['HectorBellerin', 'LaurentKoscielny', 'NachoMonreal', 'AinsleyMaitlandNiles']","['JosephGomez', 'DejanLovren', 'RagnarKlavan', 'AndrewRobertson']"
192,22525,Everton,Chelsea,2017-12-22,"['JonjoeKenny', 'PhilJagielka', 'MichaelKeane', 'CucoMartina']","['CesarAzpilicueta', 'AndreasChristensen', 'AntonioRudiger']"
193,22523,Brighton,Watford,2017-12-22,"['Bruno', 'ConnorGoldson', 'LewisDunk', 'MarkusSuttner']","['DarylJanmaat', 'ChristianKabasele', 'SebastianProdl', 'JoseHolebas']"
194,22527,Man City,Bournemouth,2017-12-22,"['KyleWalker', 'VincentKompany', 'NicolasOtamendi', 'FabianDelph']","['SteveCook', 'NathanAke', 'JackSimpson']"
195,22528,Southampton,Huddersfield,2017-12-22,"['JackStephens', 'MayaYoshida', 'WesleyHoedt', 'MattTargett']","['FlorentHadergjonaj', 'Zanka', 'ChristopherSchindler', 'ScottMalone']"
196,22529,Stoke,West Brom,2017-12-22,"['ThomasEdwards', 'RyanShawcross', 'KurtZouma', 'KevinWimmer']","['AllanRomeoNyom', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']"
197,22530,Swansea,Crystal Palace,2017-12-22,"['KyleNaughton', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']","['MartinKelly', 'JamesTomkins', 'ScottDann', 'JeffreySchlupp']"
198,22531,West Ham,Newcastle,2017-12-22,"['WinstonReid', 'AngeloOgbonna', 'AaronCresswell']","['DeAndreYedlin', 'JamaalLascelles', 'CiaranClark', 'JavierManquillo']"
199,22524,Burnley,Spurs,2017-12-22,"['PhilBardsley', 'KevinLong', 'BenMee', 'CharlieTaylor']","['SergeAurier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']"
200,22516,Everton,Swansea,2017-12-16,"['JonjoeKenny', 'MasonHolgate', 'AshleyWilliams', 'CucoMartina']","['KyleNaughton', 'FedericoFernandez', 'AlfieMawson', 'MartinOlsson']"
201,22521,West Brom,Man Utd,2017-12-16,"['AllanRomeoNyom', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']","['LuisAntonioValencia', 'ChrisSmalling', 'PhilJones', 'AshleyYoung']"
202,22513,Bournemouth,Liverpool,2017-12-16,"['AdamSmith', 'SimonFrancis', 'NathanAke', 'CharlieDaniels']","['JosephGomez', 'DejanLovren', 'RagnarKlavan', 'AndrewRobertson']"
203,22517,Leicester,Crystal Palace,2017-12-16,"['DannySimpson', 'WesMorgan', 'HarryMaguire', 'BenChilwell']","['MartinKelly', 'JamesTomkins', 'ScottDann', 'JeffreySchlupp']"
204,22512,Arsenal,Newcastle,2017-12-16,"['HectorBellerin', 'LaurentKoscielny', 'NachoMonreal', 'AinsleyMaitlandNiles']","['DeAndreYedlin', 'JamaalLascelles', 'FlorianLejeune', 'JavierManquillo']"
205,22514,Brighton,Burnley,2017-12-16,"['Bruno', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']","['PhilBardsley', 'JamesTarkowski', 'BenMee', 'CharlieTaylor']"
206,22515,Chelsea,Southampton,2017-12-16,"['CesarAzpilicueta', 'AndreasChristensen', 'GaryCahill']","['JackStephens', 'MayaYoshida', 'WesleyHoedt']"
207,22520,Watford,Huddersfield,2017-12-16,"['AdrianMariappa', 'SebastianProdl', 'ChristianKabasele']","['FlorentHadergjonaj', 'Zanka', 'ChristopherSchindler', 'ChrisLowe']"
208,22519,Stoke,West Ham,2017-12-16,"['GeoffCameron', 'RyanShawcross', 'KevinWimmer', 'ErikPieters']","['JamesCollins', 'AngeloOgbonna', 'AaronCresswell']"
209,22518,Man City,Spurs,2017-12-16,"['KyleWalker', 'NicolasOtamendi', 'EliaquimMangala', 'FabianDelph']","['KieranTrippier', 'EricDier', 'JanVertonghen', 'DannyRose']"
210,22509,Newcastle,Everton,2017-12-12,"['DeAndreYedlin', 'JamaalLascelles', 'FlorianLejeune', 'JavierManquillo']","['JonjoeKenny', 'MasonHolgate', 'AshleyWilliams', 'CucoMartina']"
211,22510,Southampton,Leicester,2017-12-12,"['CedricSoares', 'MayaYoshida', 'VirgilvanDijk', 'RyanBertrand']","['DannySimpson', 'WesMorgan', 'HarryMaguire', 'ChristianFuchs']"
212,22506,Swansea,Man City,2017-12-12,"['KyleNaughton', 'MikevanderHoorn', 'AlfieMawson', 'MartinOlsson']","['Danilo', 'NicolasOtamendi', 'EliaquimMangala', 'FabianDelph']"
213,22508,Liverpool,West Brom,2017-12-12,"['TrentAlexanderArnold', 'DejanLovren', 'RagnarKlavan', 'AndrewRobertson']","['AllanRomeoNyom', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']"
214,22505,Man Utd,Bournemouth,2017-12-12,"['LuisAntonioValencia', 'ChrisSmalling', 'PhilJones', 'LukeShaw']","['AdamSmith', 'SimonFrancis', 'NathanAke', 'CharlieDaniels']"
215,22511,Spurs,Brighton,2017-12-12,"['SergeAurier', 'EricDier', 'JanVertonghen', 'DannyRose']","['EzequielSchelotto', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']"
216,22507,West Ham,Arsenal,2017-12-12,"['PabloZabaleta', 'WinstonReid', 'AngeloOgbonna', 'AaronCresswell', 'ArthurMasuaku']","['HectorBellerin', 'LaurentKoscielny', 'NachoMonreal', 'AinsleyMaitlandNiles']"
217,22502,Burnley,Stoke,2017-12-12,"['PhilBardsley', 'KevinLong', 'JamesTarkowski', 'StephenWard']","['GeoffCameron', 'RyanShawcross', 'KurtZouma', 'ErikPieters']"
218,22503,Crystal Palace,Watford,2017-12-12,"['TimothyFosuMensah', 'JamesTomkins', 'ScottDann', 'JeffreySchlupp']","['AdrianMariappa', 'SebastianProdl', 'ChristianKabasele']"
219,22504,Huddersfield,Chelsea,2017-12-12,"['TommySmith', 'Zanka', 'ChristopherSchindler', 'ChrisLowe']","['CesarAzpilicueta', 'AndreasChristensen', 'AntonioRudiger']"
220,22498,Southampton,Arsenal,2017-12-09,"['JackStephens', 'MayaYoshida', 'VirgilvanDijk', 'RyanBertrand']","['LaurentKoscielny', 'PerMertesacker', 'NachoMonreal']"
221,22495,Liverpool,Everton,2017-12-09,"['JosephGomez', 'DejanLovren', 'RagnarKlavan', 'AndrewRobertson']","['JonjoeKenny', 'MasonHolgate', 'AshleyWilliams', 'CucoMartina']"
222,22496,Man Utd,Man City,2017-12-09,"['LuisAntonioValencia', 'ChrisSmalling', 'MarcosRojo', 'AshleyYoung']","['KyleWalker', 'VincentKompany', 'NicolasOtamendi', 'FabianDelph']"
223,22501,West Ham,Chelsea,2017-12-09,"['WinstonReid', 'AngeloOgbonna', 'AaronCresswell']","['CesarAzpilicueta', 'AndreasChristensen', 'GaryCahill']"
224,22492,Burnley,Watford,2017-12-09,"['PhilBardsley', 'KevinLong', 'JamesTarkowski', 'StephenWard']","['DarylJanmaat', 'AdrianMariappa', 'ChristianKabasele', 'MarvinZeegelaar']"
225,22493,Crystal Palace,Bournemouth,2017-12-09,"['TimothyFosuMensah', 'JamesTomkins', 'MamadouSakho', 'JeffreySchlupp']","['SimonFrancis', 'SteveCook', 'NathanAke', 'CharlieDaniels']"
226,22494,Huddersfield,Brighton,2017-12-09,"['TommySmith', 'Zanka', 'ChristopherSchindler', 'ChrisLowe']","['Bruno', 'ShaneDuffy', 'LewisDunk', 'MarkusSuttner']"
227,22499,Swansea,West Brom,2017-12-09,"['KyleNaughton', 'MikevanderHoorn', 'AlfieMawson', 'MartinOlsson']","['AllanRomeoNyom', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']"
228,22500,Spurs,Stoke,2017-12-09,"['KieranTrippier', 'EricDier', 'JanVertonghen', 'BenDavies']","['KurtZouma', 'RyanShawcross', 'KevinWimmer']"
229,22497,Newcastle,Leicester,2017-12-09,"['DeAndreYedlin', 'FlorianLejeune', 'CiaranClark', 'JavierManquillo']","['DannySimpson', 'WesMorgan', 'HarryMaguire', 'BenChilwell']"
230,22483,Bournemouth,Southampton,2017-12-02,"['AdamSmith', 'SimonFrancis', 'NathanAke', 'CharlieDaniels']","['JeremyPied', 'VirgilvanDijk', 'WesleyHoedt', 'RyanBertrand']"
231,22488,Man City,West Ham,2017-12-02,"['KyleWalker', 'NicolasOtamendi', 'EliaquimMangala', 'Danilo']","['DeclanRice', 'AngeloOgbonna', 'AaronCresswell']"
232,22485,Chelsea,Newcastle,2017-12-02,"['CesarAzpilicueta', 'AndreasChristensen', 'AntonioRudiger']","['ChancelMbemba', 'FlorianLejeune', 'CiaranClark']"
233,22484,Brighton,Liverpool,2017-12-02,"['Bruno', 'ShaneDuffy', 'LewisDunk', 'GaetanBong']","['EmreCan', 'DejanLovren', 'GeorginioWijnaldum']"
234,22486,Everton,Huddersfield,2017-12-02,"['JonjoeKenny', 'MasonHolgate', 'AshleyWilliams', 'CucoMartina']","['TommySmith', 'Zanka', 'ChristopherSchindler', 'ScottMalone']"
235,22487,Leicester,Burnley,2017-12-02,"['DannySimpson', 'WesMorgan', 'HarryMaguire', 'BenChilwell']","['PhilBardsley', 'JamesTarkowski', 'BenMee', 'StephenWard']"
236,22489,Stoke,Swansea,2017-12-02,"['KurtZouma', 'RyanShawcross', 'BrunoMartinsIndi', 'ErikPieters']","['KyleNaughton', 'MikevanderHoorn', 'AlfieMawson', 'MartinOlsson']"
237,22490,Watford,Spurs,2017-12-02,"['AdrianMariappa', 'SebastianProdl', 'ChristianKabasele']","['KieranTrippier', 'DavinsonSanchez', 'JanVertonghen', 'BenDavies']"
238,22491,West Brom,Crystal Palace,2017-12-02,"['AllanRomeoNyom', 'AhmedHegazi', 'JonnyEvans', 'KieranGibbs']","['JoelWard', 'MartinKelly', 'MamadouSakho', 'JeffreySchlupp']"
239,22482,Arsenal,Man Utd,2017-12-02,"['LaurentKoscielny', 'ShkodranMustafi', 'NachoMonreal']","['VictorLindelof', 'ChrisSmalling', 'MarcosRojo']"
240,22473,Bournemouth,Burnley,2017-11-28,"['SimonFrancis', 'SteveCook', 'NathanAke', 'CharlieDaniels']","['PhilBardsley', 'JamesTarkowski', 'BenMee', 'StephenWard']"
241,22472,Arsenal,Huddersfield,2017-11-28,"['LaurentKoscielny', 'ShkodranMustafi', 'NachoMonreal']","['Zanka', 'ChristopherSchindler', 'MartinCranie']"
242,22478,Chelsea,Swansea,2017-11-28,"['AntonioRudiger', 'AndreasChristensen', 'GaryCahill']","['KyleNaughton', 'MikevanderHoorn', 'AlfieMawson', 'MartinOlsson']"
243,22479,Everton,West Ham,2017-11-28,"['JonjoeKenny', 'MasonHolgate', 'AshleyWilliams', 'CucoMartina']","['PabloZabaleta', 'WinstonReid', 'AngeloOgbonna', 'AaronCresswell']"
244,22480,Man City,Southampton,2017-11-28,"['KyleWalker', 'VincentKompany', 'NicolasOtamendi', 'FabianDelph']","['CedricSoares', 'MayaYoshida', 'VirgilvanDijk', 'WesleyHoedt', 'RyanBertrand']"
245,22481,Stoke,Liverpool,2017-11-28,"['KurtZouma', 'RyanShawcross', 'BrunoMartinsIndi']","['JosephGomez', 'JoelMatip', 'DejanLovren', 'AlbertoMoreno']"
246,22474,Brighton,Crystal Palace,2017-11-28,"['Bruno', 'ShaneDuffy', 'LewisDunk', 'MarkusSuttner']","['JoelWard', 'JamesTomkins', 'MamadouSakho', 'JeffreySchlupp']"
247,22475,Leicester,Spurs,2017-11-28,"['DannySimpson', 'WesMorgan', 'HarryMaguire', 'BenChilwell']","['EricDier', 'DavinsonSanchez', 'JanVertonghen']"
248,22476,Watford,Man Utd,2017-11-28,"['AdrianMariappa', 'SebastianProdl', 'ChristianKabasele']","['VictorLindelof', 'ChrisSmalling', 'MarcosRojo']"
